"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","geoFlag","order","class","continentOcean","preparationType","barcode","imagecode","infraspecificEpithet","typeStatus","previousCatalogNumber","relatedCatalogItem"
"171","2020-01-17 09:35:56-03","UNICAMP","UEC","205304","S","Plantae","Liliopsida","Poaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Everling, JF; Silva, C; Barbosa, VB; Cunha, FJS; Miao-Oliveira, S; Calió, MFA","49","2019","05","19","Brazil","Minas Gerais","Morro do Pilar",NA,"-43.620278","-19.363333","-43.620278","-19.363333",NA,"927","927",NA,"Erva, ca. 1,5 m alt.; brácteas brancas; anteras marrom; eixo que sustenta as espiguetas com centro verde e extremidades douradas.",NA,NA,NA,NA,NA,"UEC163003",NA,NA,NA,NA,NA
"172","2020-01-17 09:35:56-03","UNICAMP","UEC","203741","S","Plantae","Liliopsida","Poaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Everling, JF; Silva, C; Barbosa, VB; Cunha, FJS; Miao-Oliveira, S; Calió, MFA","27","2019","05","19","Brazil","Minas Gerais","Morro do Pilar",NA,"-43.618333","-19.355556","-43.618333","-19.355556",NA,"822","822",NA,"Erva, ca. 0,3 m alt.; Espigas verdes.; Em pedras.",NA,NA,NA,NA,NA,"UEC162615","UEC162615",NA,NA,NA,NA
"173","2020-01-17 09:36:49-03","UNICAMP","UEC","204293","S","Plantae","Magnoliopsida","Polygalaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Everling, JF; Silva, C; Barbosa, VB; Cunha, FJS; Miao-Oliveira, S; Calió, MFA","42","2019","05","19","Brazil","Minas Gerais","Morro do Pilar",NA,"-43.619444","-19.362778","-43.619444","-19.362778",NA,"928","928",NA,"Erva, ca. 20 cm alt.; folhas vermelhas; flores brancas; raízes com cheiro de gelol.; Solo pedregoso húmido.",NA,NA,NA,NA,NA,"UEC162633","UEC162633",NA,NA,NA,NA
"174","2020-02-10 17:56:31-03","UNICAMP","UEC","205385","S","Plantae","Magnoliopsida","Polygalaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Everling, JF; Silva, C; Barbosa, VB; Cunha, FJS; Miao-Oliveira, S; Calió, MFA","34","2019","05","19","Brazil","Minas Gerais","Morro do Pilar",NA,"-43.618333","-19.356389","-43.618333","-19.356389",NA,"834","834",NA,"Erva, ca. 0,1 m alt.; pétalas roxas; raízes com cheiro de gelol.",NA,NA,NA,NA,NA,"UEC027958","UEC027958",NA,NA,NA,NA
"175","2020-01-17 09:36:49-03","UNICAMP","UEC","204294","S","Plantae","Magnoliopsida","Polygalaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Everling, JF; Silva, C; Barbosa, VB; Cunha, FJS; Miao-Oliveira, S; Calió, MFA","31","2019","05","19","Brazil","Minas Gerais","Morro do Pilar",NA,"-43.618333","-19.356111","-43.618333","-19.356111",NA,"829","829",NA,"Erva, ca. 15 cm alt.; pétalas brancas.; Solo arenoso.",NA,NA,NA,NA,NA,"UEC162632","UEC162632",NA,NA,NA,NA
"176","2020-01-17 09:36:49-03","UNICAMP","UEC","206338","S","Plantae","Magnoliopsida","Polygalaceae",NA,NA,NA,NA,NA,"2019",NA,NA,"Muniz, L; Ferreira, JP; Medeiros, A; Saragiotto, VP","26",NA,NA,NA,"Brazil","Minas Gerais","Morro do Pilar","Trilha velósia Gigante","-43.516667","-19.233333","-43.516667","-19.233333",NA,NA,NA,NA,"flor branca +/- 20cm, cheiro de gelol na raiz (aroma canfurado)",NA,NA,NA,NA,NA,"UEC163223","UEC163223",NA,NA,NA,NA
"177","2019-11-14 11:31:01-03","UNICAMP","UEC","151906","S","Plantae","Magnoliopsida","Rubiaceae","Psyllocarpus","laricoides","Psyllocarpus laricoides","Mart. ex Mart. & Zucc.","Silva, IDS","2019","05","28","Machi, AHL; Silva, KP; Fernandes, LFG; Silva, IDS; Faustinoni, GM; Volet, DP; Caste","41","2019","05","20","Brazil","Minas Gerais","Morro do Pilar","Brasil, Minas Gerais, Morro do Pilar, Parque Nacional da Serra do Cipó, Trilha das Vellozias.","-43.516667","-19.25","-43.516667","-19.25",NA,"1302","1302",NA,"20 cm, sub-arbusto, flor roxa.; Campo Rupestre.",NA,NA,NA,NA,NA,"UEC147476","UEC147476",NA,NA,NA,NA
"178","2020-01-17 09:36:49-03","UNICAMP","UEC","203738","S","Plantae","Magnoliopsida","Rubiaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Everling, JF; Silva, C; Barbosa, VB; Cunha, FJS; Miao-Oliveira, S; Calió, MFA","59","2019","05","19","Brazil","Minas Gerais","Morro do Pilar",NA,"-43.616667","-19.368611","-43.616667","-19.368611",NA,"975","975",NA,"Erva, ca. 40 cm alt.; pétalas azul claro; anteras roxas; fruto roxo.; Terra vermelha.",NA,NA,NA,NA,NA,"UEC162621","UEC162621",NA,NA,NA,NA
"179","2020-01-17 09:36:49-03","UNICAMP","UEC","205274","S","Plantae","Magnoliopsida","Rubiaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Everling, JF; Silva, C; Barbosa, VB; Cunha, FJS; Miao-Oliveira, S; Calió, MFA","61","2019","05","19","Brazil","Minas Gerais","Morro do Pilar",NA,"-43.6","-19.366667","-43.6","-19.366667",NA,NA,NA,NA,"Erva, ca. 20 cm alt.; pétalas azuis.",NA,NA,NA,NA,NA,"UEC162998","UEC162998",NA,NA,NA,NA
"180","2020-01-17 09:36:49-03","UNICAMP","UEC","205275","S","Plantae","Magnoliopsida","Rubiaceae",NA,NA,NA,NA,NA,NA,NA,NA,"Everling, JF; Silva, C; Barbosa, VB; Cunha, FJS; Miao-Oliveira, S; Calió, MFA","32","2019","05","19","Brazil","Minas Gerais","Morro do Pilar",NA,"-43.618333","-19.356111","-43.618333","-19.356111",NA,"831","831",NA,"Erva; pétalas brancas; anteras azul claro.; Solo arenoso.",NA,NA,NA,NA,NA,"UEC162996","UEC162996",NA,NA,NA,NA
"181","2020-01-17 09:36:49-03","UNICAMP","UEC","206328","S","Plantae","Magnoliopsida","Rubiaceae",NA,NA,NA,NA,NA,"2019",NA,NA,"Muniz, L; Ferreira, JP; Medeiros, A; Saragiotto, VP","36",NA,NA,NA,"Brazil","Minas Gerais","Morro do Pilar","Trilha velósia Gigante","-43.516667","-19.233333","-43.516667","-19.233333",NA,NA,NA,NA,"flor azul com interior branco",NA,NA,NA,NA,NA,"UEC163234","UEC163234",NA,NA,NA,NA
"182","2020-02-10 17:56:31-03","UNICAMP","UEC","205379","S","Plantae","Magnoliopsida","Plantaginaceae","Scoparia","dulcis","Scoparia dulcis","L.",NA,NA,NA,NA,"Everling, JF; Silva, C; Barbosa, VB; Cunha, FJS; Miao-Oliveira, S; Calió, MFA","20","2019","05","19","Brazil","Minas Gerais","Morro do Pilar",NA,"-43.617778","-19.3525","-43.617778","-19.3525",NA,NA,NA,NA,"Subarbusto, ca. 0,7 m alt.; pétalas lilás; filetes e estilete roxos, ovário e anteras verdes.",NA,NA,NA,NA,NA,"UEC173834","UEC173834",NA,NA,NA,NA
"183","2020-02-18 09:35:13-03","UNICAMP","UEC","206331","S","Plantae","Magnoliopsida","Melastomataceae","Siphanthera","arenaria","Siphanthera arenaria","(A.DC.) Cogn.",NA,NA,NA,NA,"Muniz, L; Ferreira, JP; Medeiros, A; Saragiotto, VP","33",NA,NA,NA,"Brazil","Minas Gerais","Morro do Pilar","Trilha velósia Gigante","-43.516667","-19.233333","-43.516667","-19.233333",NA,NA,NA,NA,"flor magenta com anteras amarelas, caule avermelhado",NA,NA,NA,NA,NA,"UEC163237","UEC163237",NA,NA,NA,NA
"184","2020-02-10 17:48:52-03","UNICAMP","UEC","205371","S","Plantae","Liliopsida","Iridaceae","Sisyrinchium","weirii","Sisyrinchium weirii","Baker",NA,NA,NA,NA,"Everling, JF; Silva, C; Barbosa, VB; Cunha, FJS; Miao-Oliveira, S; Calió, MFA","87","2019","05","20","Brazil","Minas Gerais","Morro do Pilar",NA,"-43.549444","-19.258333","-43.549444","-19.258333",NA,"1335","1335",NA,"Erva, ca. 20 cm alt.; Pétalas amarelas com disco central marrom; Anteras laranja; Estigma amarelo; Margem das folhas vináceas.; Campo Rupestre; Solo arenoso.",NA,NA,NA,NA,NA,"UEC173828","UEC173828",NA,NA,NA,NA
"185","2020-02-10 17:51:29-03","UNICAMP","UEC","204289","S","Plantae","Magnoliopsida","Bignoniaceae","Tanaecium","decorticans","Tanaecium decorticans","Frazão & L.G.Lohmann",NA,NA,NA,NA,"Everling, JF; Silva, C; Barbosa, VB; Cunha, FJS; Miao-Oliveira, S; Calió, MFA","22","2019","05","19","Brazil","Minas Gerais","Morro do Pilar",NA,"-43.618333","-19.353333","-43.618333","-19.353333",NA,NA,NA,NA,"Subarbusto, ca. 1 m alt.; pétalas verdes.",NA,NA,NA,NA,NA,"UEC162639","UEC162639",NA,NA,NA,NA
"186","2020-02-10 17:50:57-03","UNICAMP","UEC","197350","S","Plantae","Magnoliopsida","Asteraceae","Trichogonia","hirtiflora","Trichogonia hirtiflora","(A.DC.) Sch.Bip. ex Baker","Silva, KP","2019","06","11","Machi, AHL; Silva, KP; Fernandes, LFG; Silva, IDS; Faustinoni, GM; Volet, DP; Caste","39","2019","05","20","Brazil","Minas Gerais","Morro do Pilar","Brasil, Minas Gerais, Morro do Pilar, Parque Nacional da Serra do Cipó, Trilha das Vellozias.","-43.516667","-19.25","-43.516667","-19.25",NA,"1302","1302",NA,"50 cm, arbusto, capítulo lilás.; Campo Rupestre.",NA,NA,NA,NA,NA,"UEC162535","UEC162535",NA,NA,NA,NA
"187","2019-11-14 11:29:50-03","UNICAMP","UEC","204206","S","Plantae","Magnoliopsida","Asteraceae","Trichogonia","villosa","Trichogonia villosa","Sch.Bip. ex Baker","Silva, KP","2019","06","11","Machi, AHL; Silva, KP; Fernandes, LFG; Silva, IDS; Faustinoni, GM; Volet, DP; Caste","37","2019","05","20","Brazil","Minas Gerais","Morro do Pilar","Brasil, Minas Gerais, Morro do Pilar.Parque Nacional da Serra do Cipó, Trilha das Vellozias.","-43.516667","-19.25","-43.516667","-19.25",NA,"1302","1302",NA,"1,30 m arbusto, capítulo roxo/pink.; Campo Rupestre.",NA,NA,NA,NA,NA,"UEC162532","UEC162532",NA,NA,NA,NA
"188","2020-01-17 09:35:56-03","UNICAMP","UEC","203769","S","Plantae","Liliopsida","Velloziaceae","Vellozia",NA,"Vellozia",NA,NA,"2019",NA,NA,"Muniz, L; Ferreira, JP; Medeiros, A; Saragiotto, VP","24",NA,NA,NA,"Brazil","Minas Gerais","Morro do Pilar","Trilha velósia Gigante","-43.516667","-19.233333","-43.516667","-19.233333",NA,NA,NA,NA,"flor roxa, estames amarelos, estigma amarelo",NA,NA,NA,NA,NA,"UEC163248","UEC163248",NA,NA,NA,NA
"189","2020-01-17 09:35:56-03","UNICAMP","UEC","205283","S","Plantae","Liliopsida","Velloziaceae","Vellozia","epidendroides","Vellozia epidendroides","Mart. ex Schult.f.","Cunha, FJS","2019","06","11","Everling, JF; Silva, C; Barbosa, VB; Cunha, FJS; Miao-Oliveira, S; Calió, MFA","91","2019","05","20","Brazil","Minas Gerais","Morro do Pilar",NA,"-43.549722","-19.259444","-43.549722","-19.259444",NA,"1343","1343",NA,"Erva, ca. 15 cm alt.; Tépalas com base roxa e ápice lilás; Filete roxo; Conectivo branco; Anteras amarelas; Estilete de roxoa branco; Estigma amarel; Apêndice roxo na base dos estames.; Afloramento rochoso com a areia.",NA,NA,NA,NA,NA,"UEC026425","UEC026425",NA,NA,NA,NA
"190","2019-08-20 10:15:56-03","UNICAMP","UEC","197306","S","Plantae","Magnoliopsida","Hypericaceae","Vismia","brasiliensis","Vismia brasiliensis","Choisy","Martins, MV","2017","02",NA,"Martins, MV; Shimizu, GH","407","2017","02","11","Brazil","Minas Gerais","Morro do Pilar","APA Morro da Pedreira, margem da BR 242","-43.483111","-19.225361","-43.483111","-19.225361",NA,"1170","1170",NA,"Árvore 2,5m, exsudato amarelado; frutos",NA,NA,NA,NA,NA,"UEC177630","UEC177630",NA,NA,NA,NA
"191","2019-08-20 10:28:22-03","UNICAMP","UEC","186104","S","Plantae","Magnoliopsida","Vochysiaceae","Vochysia","microphylla","Vochysia microphylla","G.H.Shimizu & K.Yamamoto","Shimizu, GH","2012","05",NA,"Shimizu, GH; Monge, M; Belinello, R","62","2008","07","23","Brazil","Minas Gerais","Morro do Pilar","Serra do Cipó. MG-010, Cardeal Mota a Conceição do Mato Dentro. Trilha para as Velózias gigantes., 1256m.","-43.509167","-19.247222","-43.509167","-19.247222",NA,NA,NA,NA,"Arbusto, ca 1,6m. Folhas diminutas, frutos jovens e maduros. Um único indivíduo bem ramificado.",NA,NA,NA,NA,NA,"UEC112173","UEC112173",NA,"paratypus",NA,NA
"192","2019-08-20 10:28:22-03","UNICAMP","UEC","186105","S","Plantae","Magnoliopsida","Vochysiaceae","Vochysia","microphylla","Vochysia microphylla","G.H.Shimizu & K.Yamamoto","Shimizu, GH","2012","05",NA,"Shimizu, GH","231","2010","05","14","Brazil","Minas Gerais","Morro do Pilar","Serra do Cipó, trilha para as Velózias gigantes, 1256m.","-43.511667","-19.246667","-43.511667","-19.246667",NA,NA,NA,NA,"Arbusto 1,6m. flores amarelas e frutos imaturos verdes.",NA,NA,NA,NA,NA,"UEC112170","UEC112170",NA,"holotypus",NA,NA
"193","2019-08-20 10:28:22-03","UNICAMP","UEC","186106","S","Plantae","Magnoliopsida","Vochysiaceae","Vochysia","microphylla","Vochysia microphylla","G.H.Shimizu & K.Yamamoto","Shimizu, GH","2012","05",NA,"Shimizu, GH; Monge, M; Urbanetz, C","137","2008","10","02","Brazil","Minas Gerais","Morro do Pilar","Trilha para as Velózias gigantes.","-43.511667","-19.246667","-43.511667","-19.246667",NA,NA,NA,NA,"Arbusto 1,6m. Botões amarelos, Frutos maduros.",NA,NA,NA,NA,NA,"UEC112171","UEC112171",NA,"paratypus",NA,NA
"194","2019-08-20 10:28:22-03","UNICAMP","UEC","186108","S","Plantae","Magnoliopsida","Vochysiaceae","Vochysia","microphylla","Vochysia microphylla","G.H.Shimizu & K.Yamamoto","Shimizu, GH","2012","05",NA,"Rodrigues, LC","81","2007","11","16","Brazil","Minas Gerais","Morro do Pilar","Parque Nacional da Serra do Cipó, Alto do Palácio. Alt. 1400m.","-43.516667","-19.25","-43.516667","-19.25",NA,NA,NA,NA,"Arbusto, flor amarela.",NA,NA,NA,NA,NA,"UEC112169","UEC112169",NA,"paratypus",NA,NA
"195","2020-01-17 09:35:56-03","UNICAMP","UEC","205277","S","Plantae","Liliopsida","Xyridaceae","Xyris",NA,"Xyris",NA,NA,NA,NA,NA,"Everling, JF; Silva, C; Barbosa, VB; Cunha, FJS; Miao-Oliveira, S; Calió, MFA","51","2019","05","19","Brazil","Minas Gerais","Morro do Pilar",NA,"-43.620278","-19.363333","-43.620278","-19.363333",NA,"928","928",NA,"Erva, ca. 0,3 m alt.; bráctea dourada; pétalas amarelas.; Solo lodoso.",NA,NA,NA,NA,NA,"UEC025138","UEC025138",NA,NA,NA,NA
"196","2020-01-17 09:35:56-03","UNICAMP","UEC","204879","S","Plantae","Liliopsida","Xyridaceae","Xyris",NA,"Xyris",NA,NA,NA,NA,NA,"Everling, JF; Silva, C; Barbosa, VB; Cunha, FJS; Miao-Oliveira, S; Calió, MFA","18","2019","05","19","Brazil","Minas Gerais","Morro do Pilar",NA,"-43.617778","-19.3525","-43.617778","-19.3525",NA,NA,NA,NA,"Erva, ca. 0,9 m alt.; brácteas douradas; pétalas amarelas; anteras amarelas.; Solo arenoso.",NA,NA,NA,NA,NA,"UEC162990",NA,NA,NA,NA,NA
"197","2019-08-20 10:00:50-03","UNICAMP","UEC","17291","S","Plantae","Liliopsida","Orchidaceae","Habenaria","minarum","Habenaria minarum","Hoehne","Félix, LP","1992","03","20","Shepherd, GJ","10213","1979","07","31","Brazil","Minas Gerais","Morro do Pilar","A 22 km da cidade, Campo rupestre","-43.3763999938965","-19.2155990600586",NA,NA,"18539","1200","1200",NA,"Erva até 40 cm, sépalas verdes, corola verde-amarelado.","auto",NA,NA,NA,NA,"UEC018662","UEC018662",NA,NA,NA,NA
"198","2020-02-10 17:53:07-03","UNICAMP","UEC","5361","S","Plantae","Magnoliopsida","Gentianaceae","Calolisianthus","pedunculatus","Calolisianthus pedunculatus","(Cham. & Schltdl.) Gilg","Calió, MFA","2010","12",NA,"Shepherd, GJ","10212","1979","07","31","Brazil","Minas Gerais","Morro do Pilar","A 22 km do Morro do Pilar.","-43.3763999938965","-19.2155990600586",NA,NA,"18539","1200","1200",NA,"flor, Campo rupestre. Subarbusto de 40 cm. Flores vermelho vivo.","auto",NA,NA,NA,NA,"UEC054942","UEC054942",NA,NA,NA,NA
"199","2019-08-20 10:20:20-03","UNICAMP","UEC","11258","S","Plantae","Magnoliopsida","Melastomataceae","Trembleya","parviflora","Trembleya parviflora","(D.Don) Cogn.","Semir, J",NA,NA,NA,"Shepherd, GJ","10208","1979","07","31","Brazil","Minas Gerais","Morro do Pilar","a 2 km do Morro do Pilar.","-43.3763999938965","-19.2155990600586",NA,NA,"18539","1200","1200",NA,"Arbusto de 1,5 m, pétalas brancas, estames amarelos e vinho.; Campo rupestre.","auto",NA,NA,NA,NA,"UEC087850","UEC087850",NA,NA,NA,NA
"200","2019-08-20 10:19:44-03","UNICAMP","UEC","11255","S","Plantae","Magnoliopsida","Melastomataceae","Microlicia","serpyllifolia","Microlicia serpyllifolia","D.Don","Pacifico, R","2016","05",NA,"Shepherd, GJ","10207","1979","07","31","Brazil","Minas Gerais","Morro do Pilar","A 2 km do Morro do Pilar.","-43.3763999938965","-19.2155990600586",NA,NA,"18539","1200","1200",NA,"flor e fruto, Subarbustos de 0,5 m, flores roxas. Campo rupestre.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2020-02-10 17:53:46-03","UNICAMP","UEC","11260","S","Plantae","Magnoliopsida","Melastomataceae","Aciotis","paludosa","Aciotis paludosa","(Mart. ex A.DC.) Triana",NA,"1996","05",NA,"Shepherd, GJ","10206","1979","07","31","Brazil","Minas Gerais","Morro do Pilar","A 2 km do Morro do Pilar.","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,"Erva de 30cm, flores variadas de rosa claro até vinho, as vezes dentro da mesma inflorescência.; Entre pedras molhadas na beira da estrada. Alt. 600m.","auto",NA,NA,NA,NA,"UEC004678","UEC004678",NA,NA,NA,NA
"202","2019-08-20 10:19:53-03","UNICAMP","UEC","11259","S","Plantae","Magnoliopsida","Melastomataceae","Pterolepis","alpestris","Pterolepis alpestris","(Mart.) Triana","Semir, J; Martins, AB","1986",NA,NA,"Shepherd, GJ","10210","1979","07","31","Brazil","Minas Gerais","Morro do Pilar","Ca. 22Km do Morro do Pilar, campo rupestre.","-43.3763999938965","-19.2155990600586",NA,NA,"18539","1200","1200",NA,"Subarbusto de 50cm, flores azul real.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2019-08-20 10:28:22-03","UNICAMP","UEC","186107","S","Plantae","Magnoliopsida","Vochysiaceae","Vochysia","microphylla","Vochysia microphylla","G.H.Shimizu & K.Yamamoto","Shimizu, GH","2012","05",NA,"Shimizu, GH; Rando, JG; Borges, LM","201","2008","10","28","Brazil","Minas Gerais","Morro do Pilar","Caminho das Velózias gigantes.","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,"Arbusto, 1,6m. Botões amarelos.","auto",NA,NA,NA,NA,"UEC112168","UEC112168",NA,"paratypus",NA,NA
"204","2020-01-17 09:35:57-03","UNICAMP","UEC","203775","S","Plantae","Magnoliopsida","Ericaceae","Gaylussacia","oleifolia","Gaylussacia oleifolia","Dunal","Silva, IDS","2019","05","28","Machi, AHL; Silva, KP; Fernandes, LFG; Silva, IDS; Faustinoni, GM; Volet, DP; Castello, ACD","47","2019","05","20","Brasil","Minas Gerais","Morro do Pilar","Parque Nacional da Serra do Cipó, Trilha das Vellozias","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,"40cm, subarubusto; Campo Rupreste","auto",NA,NA,NA,NA,"UEC163199","UEC163199",NA,NA,NA,NA
"205","2020-01-17 09:36:49-03","UNICAMP","UEC","203753","S","Plantae","Magnoliopsida","Polygalaceae","Polygala","densifolia","Polygala densifolia","A.St.-Hil. & Moq.","Silva, KP","2019","06","11","Machi, AHL; Silva, KP; Fernandes, LFG; Silva, IDS; Faustinoni, GM; Volet, DP; Castello, ACD","49","2019","05","20","Brasil","Minas Gerais","Morro do Pilar","Parque Nacional da Serra do Cipó, Trilha das Vellozias","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,"50cm, subarbusto, flor creme; Campo Rupreste","auto",NA,NA,NA,NA,"UEC163197","UEC163197",NA,NA,NA,NA
"206","2020-03-02 11:02:26-03","UNICAMP","UEC","203754","S","Plantae","Magnoliopsida","Asteraceae","Baccharis","platypoda","Baccharis platypoda","A.DC.","Silva, KP","2019","06","11","Machi, AHL; Silva, KP; Fernandes, LFG; Silva, IDS; Faustinoni, GM; Volet, DP; Castello, ACD","48","2019","05","20","Brasil","Minas Gerais","Morro do Pilar","Parque Nacional da Serra do Cipó, Trilha das Vellozias","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,"1,50m, subarbusto, capítulo com secreçao brilhante; Campo Rupreste","auto",NA,NA,NA,NA,"UEC163175",NA,NA,NA,NA,NA
"207","2019-08-20 10:12:02-03","UNICAMP","UEC","7303","S","Plantae","Magnoliopsida","Fabaceae","Anadenanthera","colubrina","Anadenanthera colubrina cebil","(Griseb.) Altschul","Tamashiro, JY","1980",NA,NA,"Hatschbach, G; Koczicki, C","35373","1974","10","26","Brazil","Minas Gerais","Morro do Pilar","Rio Repicão","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,"flor, Árvore 12m, flor creme, mata de galeria.","auto",NA,NA,NA,NA,"UEC133950","UEC133950","cebil",NA,NA,NA
"208","2020-02-10 17:52:31-03","UNICAMP","UEC","20791","S","Plantae","Magnoliopsida","Fabaceae","Cassia","ferruginea","Cassia ferruginea","(Schrad.) Schrad. ex A.DC.","Barneby, RC",NA,NA,NA,"Hatschbach, G; Koczicki, C","35370","1974","10","26","Brazil","Minas Gerais","Morro do Pilar","Rio Repicão","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,"flor, Árvore 6m, flor amarela, mata secundária.","auto",NA,NA,NA,NA,"UEC144714",NA,NA,NA,NA,NA
"209","2019-08-20 10:01:33-03","UNICAMP","UEC","17010","S","Plantae","Liliopsida","Poaceae","Parodiolyra","micrantha","Parodiolyra micrantha","(Kunth) Davidse & Zuloaga","Gonçalves, APS","2001","05",NA,"Hatschbach, G; Koczicki, C","35374","1974","10","26","Brazil","Minas Gerais","Morro do Pilar","Rio Repicão, Mata de galeria.","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,"Caespitosa 2 m.","auto",NA,NA,NA,NA,"UEC088731","UEC088731",NA,NA,NA,NA
"210","2019-08-20 10:00:50-03","UNICAMP","UEC","118012","S","Plantae","Liliopsida","Orchidaceae","Habenaria","petalodes","Habenaria petalodes","Lindl.","Bianchetti, LB; Batista, JAN","1999","03",NA,"Batista, JAN; Bianchetti, LB","900","1999","03","12","Brazil","Minas Gerais","Morro do Pilar","Serra do Cipó, A beira da estrada cerca de 11 km após o entroncamento para Morro de Pilar, na altura do km 139, na direção de Conceição do Mato Dentro. Erva terrestre, em áreas com vegetação alterada em barrancos e a beira da estrada. Solo argiloso,","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,"Observado vários exemplares no local. Comum por toda a serra, mas quase sempre na forma de pequenos conjuntos ou exemplares esparsos, nunca na forma de grandes populações. Em plena floração. Sépalos verdes. Pétalos e labelo verde-claro","auto",NA,NA,NA,NA,"UEC034449","UEC034449",NA,NA,NA,NA
"211","2019-08-20 10:11:29-03","UNICAMP","UEC","110592","S","Plantae","Magnoliopsida","Euphorbiaceae","Mabea",NA,"Mabea",NA,NA,NA,NA,NA,"Vitta, FA; Passos, LC","263","1995","05","15","Brazil","Minas Gerais","Morro do Pilar","Serra do Cipó, Estrada para Morro do Pilar. Mata na beira da estrada, 500m antes da cidade de Morro do Pilar.","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,"Árvore até 6m alt. Botões masc. Vináceos; Fls Fem. c/ cálice ferrúfineo, ovário vináceo esverdeado e gland. verdes. Latescente.","auto",NA,NA,NA,NA,"UEC154167","UEC154167",NA,NA,NA,NA
"212","2019-08-20 10:17:12-03","UNICAMP","UEC","110595","S","Plantae","Magnoliopsida","Lythraceae","Lafoensia",NA,"Lafoensia",NA,NA,NA,NA,NA,"Vitta, FA; Passos, LC","258","1995","06","15","Brazil","Minas Gerais","Morro do Pilar","Serra do Cipó, Estrada para Morro do Pilar. Mata na beira da estrada, proximo à cidade de Morro do Pilar.","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,"Árvore 4 m alt. Hipanto vináceo, pétalas brancas, filetes creme.","auto",NA,NA,NA,NA,"UEC054227","UEC054227",NA,NA,NA,NA
"213","2020-01-17 09:35:56-03","UNICAMP","UEC","206288","S","Plantae","Magnoliopsida","Apocynaceae",NA,NA,NA,NA,NA,"2019",NA,NA,"Muniz, L; Ferreira, JP; Medeiros, A; Saragiotto, VP","39",NA,NA,NA,"Brazil","Minas Gerais","Morro do Pilar","Trilha velósia Gigante","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,"flor amarela, meio marrom","auto",NA,NA,NA,NA,"UEC163219","UEC163219",NA,NA,NA,NA
"214","2020-01-17 09:35:56-03","UNICAMP","UEC","206287","S","Plantae","Magnoliopsida","Apocynaceae","Blepharodon",NA,"Blepharodon",NA,NA,"2019",NA,NA,"Muniz, L; Ferreira, JP; Medeiros, A; Saragiotto, VP","40",NA,NA,NA,"Brazil","Minas Gerais","Morro do Pilar","Trilha velósia Gigante","-43.3763999938965","-19.2155990600586",NA,NA,"18539",NA,NA,NA,"fruto com tricomas","auto",NA,NA,NA,NA,"UEC163228","UEC163228",NA,NA,NA,NA
