"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","yearIdentified","recordedBy","recordNumber","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","identifiedBy","monthIdentified","dayIdentified","year","month","day","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","barcode","imagecode","typeStatus","infraspecificEpithet","previousCatalogNumber","relatedCatalogItem"
"820","2019-02-22 15:32:31-03","ESALQ","ESA","37404","S","Plantae","Pteridophyta",NA,NA,NA,NA,NA,NA,NA,NA,"Souza, V.C.; Leoni, L.S.; Souza, J.P.; Mazine, F.F.",NA,"Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"1996","09","01",NA,NA,NA,NA,NA,NA,"ESA037404",NA,NA,NA,NA,NA
"821","2019-02-22 15:24:11-03","ESALQ","ESA","86113","S","Plantae","Magnoliophyta",NA,NA,"Moraceae",NA,NA,NA,NA,NA,"Forster, W. ; Romão, G.O.","810","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"2000","10","20",NA,NA,NA,NA,NA,NA,"ESA086113","ESA086113",NA,NA,NA,NA
"822","2019-07-11 10:07:28-03","ESALQ","ESA","110395","S","Plantae","Magnoliophyta",NA,NA,"Ericaceae",NA,NA,NA,NA,NA,"Colletta, G.D.","236","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"2009","05","12",NA,NA,NA,NA,NA,NA,"ESA110395",NA,NA,NA,NA,NA
"823","2019-07-11 10:11:07-03","ESALQ","ESA","110388","S","Plantae","Magnoliophyta",NA,NA,"Myrtaceae",NA,NA,NA,NA,NA,"Colletta, G.D.","229","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"2009","05","12",NA,NA,NA,NA,NA,NA,"ESA110388","ESA110388",NA,NA,NA,NA
"824","2019-02-22 15:28:13-03","ESALQ","ESA","37398","S","Plantae","Magnoliophyta",NA,NA,"Polypodiaceae",NA,NA,NA,NA,NA,"Souza, V.C.; Leoni, L.S.; Souza, J.P.; Mazine, F.F.",NA,"Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"1996","09","01",NA,NA,NA,NA,NA,NA,"ESA037398",NA,NA,NA,NA,NA
"825","2019-07-11 10:12:23-03","ESALQ","ESA","49988","S","Plantae","Magnoliophyta",NA,NA,"Plantaginaceae",NA,NA,NA,NA,NA,"Leoni, L.S.","3453","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"1996","09","01",NA,NA,NA,NA,NA,NA,"ESA049988","ESA049988",NA,NA,NA,NA
"826","2019-02-22 15:08:39-03","ESALQ","ESA","87917","S","Plantae","Magnoliophyta",NA,NA,"Acanthaceae",NA,NA,NA,NA,NA,"Forster, W. et al.","152","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"1999","11","09",NA,NA,NA,NA,NA,NA,"ESA087917",NA,NA,NA,NA,NA
"827","2019-02-22 15:16:23-03","ESALQ","ESA","64353","S","Plantae","Magnoliophyta",NA,NA,"Euphorbiaceae",NA,NA,NA,NA,NA,"Souza, V.C. et al.","23196","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"2000","02","16",NA,NA,NA,NA,NA,NA,"ESA064353",NA,NA,NA,NA,NA
"828","2019-02-22 15:08:32-03","ESALQ","ESA","112540","S","Plantae","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,"Colletta, G.D.","482","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"2010","04","11",NA,NA,NA,NA,NA,NA,"ESA112540",NA,NA,NA,NA,NA
"829","2019-07-11 10:10:21-03","ESALQ","ESA","110358","S","Plantae","Magnoliophyta",NA,NA,"Melastomataceae",NA,NA,NA,NA,NA,"Colletta, G.D.","200","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"2009","05","12",NA,NA,NA,NA,NA,NA,"ESA110358","ESA110358",NA,NA,NA,NA
"830","2019-02-22 15:32:31-03","ESALQ","ESA","37402","S","Plantae","Pteridophyta",NA,NA,NA,NA,NA,NA,NA,NA,"Souza, V.C.; Leoni, L.S.; Souza, J.P.; Mazine, F.F.",NA,"Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"1996","09","01",NA,NA,NA,NA,NA,NA,"ESA037402",NA,NA,NA,NA,NA
"831","2019-02-22 15:08:38-03","ESALQ","ESA","86039","S","Plantae","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,"Forster, W. et al.","734","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"2000","10","17",NA,NA,NA,NA,NA,NA,"ESA086039",NA,NA,NA,NA,NA
"832","2019-07-11 10:09:12-03","ESALQ","ESA","108620","S","Plantae","Magnoliophyta",NA,NA,"Lamiaceae",NA,NA,NA,NA,NA,"Rodrigues, C.D.N.","112","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"2007","12","10",NA,NA,NA,NA,NA,NA,"ESA108620","ESA108620",NA,NA,NA,NA
"833","2019-02-22 15:28:13-03","ESALQ","ESA","37399","S","Plantae","Magnoliophyta",NA,NA,"Polypodiaceae",NA,NA,NA,NA,NA,"Souza, V.C.; Leoni, L.S.; Souza, J.P.; Mazine, F.F.",NA,"Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"1996","09","01",NA,NA,NA,NA,NA,NA,"ESA037399",NA,NA,NA,NA,NA
"834","2019-07-11 10:10:21-03","ESALQ","ESA","112552","S","Plantae","Magnoliophyta",NA,NA,"Melastomataceae",NA,NA,NA,NA,NA,"Colletta, G.D.","494","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"2010","04","11",NA,NA,NA,NA,NA,NA,"ESA112552","ESA112552",NA,NA,NA,NA
"835","2019-07-11 10:07:28-03","ESALQ","ESA","110363","S","Plantae","Magnoliophyta",NA,NA,"Ericaceae",NA,NA,NA,NA,NA,"Colletta, G.D.","205","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"2009","05","12",NA,NA,NA,NA,NA,NA,"ESA110363",NA,NA,NA,NA,NA
"836","2019-07-11 10:10:21-03","ESALQ","ESA","112547","S","Plantae","Magnoliophyta",NA,NA,"Melastomataceae",NA,NA,NA,NA,NA,"Colletta, G.D.","489","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"2010","04","11",NA,NA,NA,NA,NA,NA,"ESA112547","ESA112547",NA,NA,NA,NA
"837","2019-02-22 15:24:29-03","ESALQ","ESA","49671","S","Plantae","Magnoliophyta",NA,NA,"Myrtaceae",NA,NA,NA,NA,NA,"Leoni, L.S.","3989","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"1998","07","23",NA,NA,NA,NA,NA,NA,"ESA049671",NA,NA,NA,NA,NA
"838","2019-07-11 10:11:07-03","ESALQ","ESA","112439","S","Plantae","Magnoliophyta",NA,NA,"Myrtaceae",NA,NA,NA,NA,NA,"Colletta, G.D.","328","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"2010","01","12",NA,NA,NA,NA,NA,NA,"ESA112439","ESA112439 ESA112439_v",NA,NA,NA,NA
"839","2019-07-11 10:09:12-03","ESALQ","ESA","110385","S","Plantae","Magnoliophyta",NA,NA,"Lamiaceae",NA,NA,NA,NA,NA,"Colletta, G.D.","226","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"2009","05","12",NA,NA,NA,NA,NA,NA,"ESA110385","ESA110385",NA,NA,NA,NA
"840","2019-02-22 15:11:08-03","ESALQ","ESA","112542","S","Plantae","Magnoliophyta",NA,NA,"Asteraceae",NA,NA,NA,NA,NA,"Colletta, G.D.","484","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"2010","04","11",NA,NA,NA,NA,NA,NA,"ESA112542","ESA112542",NA,NA,NA,NA
"841","2019-02-22 15:32:31-03","ESALQ","ESA","37403","S","Plantae","Pteridophyta",NA,NA,NA,NA,NA,NA,NA,NA,"Souza, V.C.; Leoni, L.S.; Souza, J.P.; Mazine, F.F.",NA,"Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"1996","09","01",NA,NA,NA,NA,NA,NA,"ESA037403",NA,NA,NA,NA,NA
"842","2019-07-11 10:10:21-03","ESALQ","ESA","112541","S","Plantae","Magnoliophyta",NA,NA,"Melastomataceae",NA,NA,NA,NA,NA,"Colletta, G.D.","483","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"2010","04","11",NA,NA,NA,NA,NA,NA,"ESA112541","ESA112541",NA,NA,NA,NA
"843","2019-02-22 15:24:29-03","ESALQ","ESA","62677","S","Plantae","Magnoliophyta",NA,NA,"Myrtaceae",NA,NA,NA,NA,NA,"Mazine, F.F. et al.","233","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"1999","10","20",NA,NA,NA,NA,NA,NA,"ESA062677",NA,NA,NA,NA,NA
"844","2019-02-22 15:24:29-03","ESALQ","ESA","49675","S","Plantae","Magnoliophyta",NA,NA,"Myrtaceae",NA,NA,NA,NA,NA,"Leoni, L.S.","3860","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"1998","01",NA,NA,NA,NA,NA,NA,NA,"ESA049675",NA,NA,NA,NA,NA
"845","2019-07-11 10:10:21-03","ESALQ","ESA","112424","S","Plantae","Magnoliophyta",NA,NA,"Melastomataceae",NA,NA,NA,NA,NA,"Colletta, G.D.","313","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"2010","01","12",NA,NA,NA,NA,NA,NA,"ESA112424","ESA112424 ESA112424_v1 ESA112424_v2",NA,NA,NA,NA
"846","2019-07-11 10:09:12-03","ESALQ","ESA","108621","S","Plantae","Magnoliophyta",NA,NA,"Lamiaceae",NA,NA,NA,NA,NA,"Rodrigues, C.D.N.",NA,"Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA108621","ESA108621",NA,NA,NA,NA
"847","2019-02-22 15:11:08-03","ESALQ","ESA","110359","S","Plantae","Magnoliophyta",NA,NA,"Asteraceae",NA,NA,NA,NA,NA,"Colletta, G.D.","201","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA110359","ESA110359",NA,NA,NA,NA
"848","2019-02-22 15:28:33-03","ESALQ","ESA","28080","S","Plantae","Magnoliophyta",NA,NA,"Rhamnaceae",NA,NA,NA,NA,NA,"Leoni, L.S.","3270","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"1996","02","13",NA,NA,NA,NA,NA,NA,"ESA028080","ESA028080",NA,NA,NA,NA
"849","2019-07-11 10:09:11-03","ESALQ","ESA","64374","S","Plantae","Magnoliophyta",NA,NA,"Iridaceae",NA,NA,NA,NA,NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23217","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Divisa MG/ES. Cachoeira Bonita (Córrego José Pedro). Transição mata/campo.","-41.8333","-20.4",NA,NA,"Erva; flores amarelas com linhas vermelhas",NA,NA,NA,NA,"2000","02","16","-41.8333","-20.4","1960","1960",NA,NA,"ESA064374","ESA064374",NA,NA,NA,NA
"850","2019-02-22 15:08:32-03","ESALQ","ESA","112423","S","Plantae","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,"Colletta, G.D.","312","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105","21645",NA,NA,"auto",NA,NA,NA,"2010","01","12",NA,NA,NA,NA,NA,NA,"ESA112423",NA,NA,NA,NA,NA
"851","2019-07-11 10:11:41-03","ESALQ","ESA","64608","S","Plantae","Magnoliophyta",NA,NA,"Orchidaceae",NA,NA,NA,NA,NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23453","Brasil","Minas Gerais","Alto Caparaó","BLOQUEADO","-41.8683013916016","-20.4333000183105","21645",NA,"Erva; sépala dorsal verde com ápice alvo, sépalas laterais e labelo alvos, coluna verde","auto",NA,NA,NA,"2000","02","19",NA,NA,NA,NA,NA,NA,"ESA064608",NA,NA,NA,NA,NA
"852","2019-07-11 10:11:41-03","ESALQ","ESA","64332","S","Plantae","Magnoliophyta",NA,NA,"Orchidaceae",NA,NA,NA,NA,NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23175","Brasil","Minas Gerais","Alto Caparaó","BLOQUEADO","-41.8683013916016","-20.4333000183105","21645",NA,"Erva terrestre; bainha e pecíolo violeta-escuros; sépalas alvas; pétalas superiores alvas com finas linhas avermelhadas; labelo alvo com três pontuações vináceas no ápice. Flores velhas creme","auto",NA,NA,NA,"2000","02","16",NA,NA,NA,NA,NA,NA,"ESA064332","ESA064332",NA,NA,NA,NA
"853","2019-07-11 10:06:57-03","ESALQ","ESA","64774","S","Plantae","Magnoliophyta",NA,NA,"Cyperaceae",NA,NA,NA,NA,NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23625","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Trilha para a Cachoeira Bonita","-41.8683013916016","-20.4333000183105","21645",NA,"Erva; espiguetas castanhas","auto",NA,NA,NA,"2000","02","21",NA,NA,NA,NA,NA,NA,"ESA064774","ESA064774",NA,NA,NA,NA
"854","2019-07-11 10:13:06-03","ESALQ","ESA","64759","S","Plantae","Magnoliophyta",NA,NA,"Rhamnaceae",NA,NA,NA,NA,NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23610","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Trilha para a Cachoeira Bonita","-41.8683013916016","-20.4333000183105","21645",NA,"Árvore, ca. 5m alt.; frutos imaturos verdes","auto",NA,NA,NA,"2000","02","21",NA,NA,NA,NA,NA,NA,"ESA064759","ESA064759",NA,NA,NA,NA
"855","2019-07-11 10:07:56-03","ESALQ","ESA","121925","S","Plantae","Magnoliophyta",NA,NA,"Fabaceae",NA,NA,NA,NA,NA,"Kuntz, J.","816","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Estrada entre Vale Verde e Tronqueira.","-41.8683013916016","-20.4333000183105","21645",NA,"Erva ca. 40 cm alt., flores amarelas.","auto",NA,NA,NA,"2013","01","10",NA,NA,"1487","1487",NA,NA,"ESA121925",NA,NA,NA,NA,NA
"856","2019-07-11 10:13:07-03","ESALQ","ESA","64317","S","Plantae","Magnoliophyta",NA,NA,"Rubiaceae",NA,NA,NA,NA,NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23160","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Arredores da casa de hóspedes. Beira de mata","-41.8683013916016","-20.4333000183105","21645",NA,"Erva; flores alvas","auto",NA,NA,NA,"2000","02","15",NA,NA,NA,NA,NA,NA,"ESA064317","ESA064317 ESA064317_1",NA,NA,NA,NA
"857","2019-07-11 10:04:29-03","ESALQ","ESA","64663","S","Plantae","Magnoliophyta",NA,NA,"Alismataceae",NA,NA,NA,NA,NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23511","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Arredores do Pico da Bandeira","-41.8683013916016","-20.4333000183105","21645",NA,"Erva; pétalas amarelas","auto",NA,NA,NA,"2000","02","19",NA,NA,NA,NA,NA,NA,"ESA064663",NA,NA,NA,NA,NA
"858","2019-07-11 10:09:12-03","ESALQ","ESA","64660","S","Plantae","Magnoliophyta",NA,NA,"Lamiaceae",NA,NA,NA,NA,NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23507","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Arredores do Pico da Bandeira","-41.8683013916016","-20.4333000183105","21645",NA,"Erva; corola roxo-clara. Aromática","auto",NA,NA,NA,"2000","02","19",NA,NA,NA,NA,NA,NA,"ESA064660",NA,NA,NA,NA,NA
"859","2019-07-11 10:05:15-03","ESALQ","ESA","64723","S","Plantae","Magnoliophyta",NA,NA,"Asteraceae",NA,NA,NA,NA,NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23572","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Arredores do Terreirão. Campo de altitude. 20o25'S; 41o49'W. 2300msm","-41.8683013916016","-20.4333000183105","21645",NA,"Erva; flores do raio alvas, flores do disco amarelas","auto",NA,NA,NA,"2000","02","21",NA,NA,"2300","2300",NA,NA,"ESA064723",NA,NA,NA,NA,NA
"860","2019-07-11 10:13:07-03","ESALQ","ESA","64735","S","Plantae","Magnoliophyta",NA,NA,"Rubiaceae",NA,NA,NA,NA,NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23585","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Beira da estrada entre a Tronqueira e a entrada da trilha para a Cachoeira Bonita","-41.8683013916016","-20.4333000183105","21645",NA,"Subarbusto escandente; flores alvas","auto",NA,NA,NA,"2000","02","21",NA,NA,NA,NA,NA,NA,"ESA064735","ESA064735",NA,NA,NA,NA
"861","2019-07-11 10:06:28-03","ESALQ","ESA","37365","S","Plantae","Magnoliophyta",NA,NA,"Cactaceae",NA,NA,NA,NA,NA,"Souza, V.C.; Leoni, L.S.; Souza, J.P.; Mazine, F.F.","12168","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Caminho entre Tronqueira (1970 m.s.m.) e o Pico da Bandeira (2890 m.s.m., 20º25'54.0S, 41º48'27.4W). Campo de altitude.","-41.8683013916016","-20.4333000183105","21645",NA,"Planta pendente em rochas. Flores rosa-forte.","auto",NA,NA,NA,"1996","09","02",NA,NA,"1970","1970",NA,NA,"ESA037365","ESA037365",NA,NA,NA,NA
"862","2019-07-11 10:09:11-03","ESALQ","ESA","35343","S","Plantae","Magnoliophyta",NA,NA,"Iridaceae",NA,NA,NA,NA,NA,"Souza, V.C.; Leoni, L.S.; Souza, J.P.; Mazine, F.F.","12202","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Caminho entre Tronqueira (1970 m.s.m.) e o Pico da Bandeira (2890 m.s.m., 20º25'54.0S, 41º48'27.4W). Campo de altitude.","-41.8683013916016","-20.4333000183105","21645",NA,"Planta completamente seca.","auto",NA,NA,NA,"1996","09","02",NA,NA,"1970","1970",NA,NA,"ESA035343","ESA035343",NA,NA,NA,NA
"863","2019-07-11 10:07:56-03","ESALQ","ESA","121923","S","Plantae","Magnoliophyta",NA,NA,"Fabaceae",NA,NA,NA,NA,NA,"Kuntz, J.","814","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Estrada entre Vale Verde e Tronqueira.","-41.8683013916016","-20.4333000183105","21645",NA,"Subarbusto ca. 40 cm alt., flores amarelas.","auto",NA,NA,NA,"2013","01","10",NA,NA,"1487","1487",NA,NA,"ESA121923",NA,NA,NA,NA,NA
"864","2019-07-11 10:15:06-03","ESALQ","ESA","40735","S","Plantae","Pteridophyta",NA,NA,NA,NA,NA,NA,NA,NA,"Souza, V.C.; Leoni, L.S.; Souza, J.P.; Mazine, F.F.","12075","Brasil","Minas Gerais","Alto Caparaó.","Parque Nacional do Caparaó. Estrada entre o alojamento e Vale Verde. Mata de altitude.","-41.8683013916016","-20.4333000183105","21645",NA,"Sobre rocha.","auto",NA,NA,NA,"1996","09","01",NA,NA,NA,NA,NA,NA,"ESA040735",NA,NA,NA,NA,NA
"865","2019-07-11 10:05:15-03","ESALQ","ESA","64612","S","Plantae","Magnoliophyta",NA,NA,"Asteraceae",NA,NA,NA,NA,NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23457","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Entre o Terreirão e o Pico da Bandeira. Campo de altitude","-41.8683013916016","-20.4333000183105","21645",NA,"Erva; capítulos creme","auto",NA,NA,NA,"2000","02","19",NA,NA,NA,NA,NA,NA,"ESA064612",NA,NA,NA,NA,NA
"866","2019-07-11 10:12:24-03","ESALQ","ESA","64634","S","Plantae","Magnoliophyta",NA,NA,"Poaceae",NA,NA,NA,NA,NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23480","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Entre o Terreirão e o Pico da Bandeira. Campo de altitude","-41.8683013916016","-20.4333000183105","21645",NA,"Erva; espiguetas vinho","auto",NA,NA,NA,"2000","02","19",NA,NA,NA,NA,NA,NA,"ESA064634",NA,NA,NA,NA,NA
"867","2019-07-11 10:06:57-03","ESALQ","ESA","64621","S","Plantae","Magnoliophyta",NA,NA,"Cyperaceae",NA,NA,NA,NA,NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23466","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Entre o Terreirão e o Pico da Bandeira. Campo de altitude","-41.8683013916016","-20.4333000183105","21645",NA,"Erva; espiguetas castanhas","auto",NA,NA,NA,"2000","02","19",NA,NA,NA,NA,NA,NA,"ESA064621",NA,NA,NA,NA,NA
"868","2019-07-11 10:15:06-03","ESALQ","ESA","64607","S","Plantae","Pteridophyta",NA,NA,NA,NA,NA,NA,NA,NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23452","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Entre o Terreirão e o Pico da Bandeira. Campo de altitude","-41.8683013916016","-20.4333000183105","21645",NA,"Na sombra de grandes blocos rochosos","auto",NA,NA,NA,"2000","02","19",NA,NA,NA,NA,NA,NA,"ESA064607",NA,NA,NA,NA,NA
"869","2019-07-11 10:06:42-03","ESALQ","ESA","64610","S","Plantae","Magnoliophyta",NA,NA,"Caryophyllaceae",NA,NA,NA,NA,NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23455","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Entre o Terreirão e o Pico da Bandeira. Campo de altitude","-41.8683013916016","-20.4333000183105","21645",NA,"Erva prostrada; flores alvas","auto",NA,NA,NA,"2000","02","19",NA,NA,NA,NA,NA,NA,"ESA064610",NA,NA,NA,NA,NA
"870","2019-07-11 10:06:57-03","ESALQ","ESA","64617","S","Plantae","Magnoliophyta",NA,NA,"Cyperaceae",NA,NA,NA,NA,NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23462","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Entre o Terreirão e o Pico da Bandeira. Campo de altitude","-41.8683013916016","-20.4333000183105","21645",NA,"Erva; espiguetas verdes","auto",NA,NA,NA,"2000","02","19",NA,NA,NA,NA,NA,NA,"ESA064617",NA,NA,NA,NA,NA
"871","2019-07-11 10:06:44-03","ESALQ","ESA","37372","S","Plantae","Magnoliophyta",NA,NA,"Combretaceae?",NA,NA,NA,NA,NA,"Souza, V.C.; Leoni, L.S.; Souza, J.P.; Mazine, F.F.","12082","Brasil","Minas Gerais","Alto Caparaó.","Parque Nacional do Caparaó. Estrada entre o alojamento e Vale Verde. Mata de altitude.","-41.8683013916016","-20.4333000183105","21645",NA,"Trepadeira; frutos castanhos.","auto",NA,NA,NA,"1996","09","01",NA,NA,NA,NA,NA,NA,"ESA037372",NA,NA,NA,NA,NA
"872","2019-07-11 10:11:07-03","ESALQ","ESA","64691","S","Plantae","Magnoliophyta",NA,NA,"Myrtaceae",NA,NA,NA,NA,NA,"Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23539","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Morro da Jumenta. Campo de altitude. 20o25'22,7S; 41o49'12,5W. 2370msm","-41.8683013916016","-20.4333000183105","21645",NA,"Planta aberrante","auto",NA,NA,NA,"2000","02","20",NA,NA,"2370","2370",NA,NA,"ESA064691","ESA064691",NA,NA,NA,NA
"873","2019-07-11 10:10:21-03","ESALQ","ESA","129580","S","Plantae","Magnoliophyta",NA,NA,"Melastomataceae",NA,NA,NA,NA,NA,"Souza, V.C.; Randle, C; Morawetz, J.; Santos, P.M.L.A.; Servidone, G.B.","38131","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Próximo ao Terreirão. Próximo ao Pico da Cruz do Negro.","-41.8683013916016","-20.4333000183105","21645",NA,"Arbusto, ca. 1 m alt.; flores alvas.","auto",NA,NA,NA,"2014","03","19",NA,NA,NA,NA,NA,NA,"ESA129580",NA,NA,NA,NA,NA
"874","2019-07-11 10:11:41-03","ESALQ","ESA","129572","S","Plantae","Magnoliophyta",NA,NA,"Orchidaceae",NA,NA,NA,NA,NA,"Souza, V.C.; Randle, C; Morawetz, J.; Santos, P.M.L.A.; Servidone, G.B.","38123","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Próximo ao Terreirão. Próximo ao Pico da Cruz do Negro.","-41.8683013916016","-20.4333000183105","21645",NA,"Erva; flores inteiramente amarelas. Foto.","auto",NA,NA,NA,"2014","03","19",NA,NA,NA,NA,NA,NA,"ESA129572",NA,NA,NA,NA,NA
