"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","monthIdentified","typeStatus","dayIdentified","coordinatePrecision","geoFlag","class","previousCatalogNumber","individualCount","relatedCatalogItem"
"260","2019-07-11 10:05:14-03","ESALQ","ESA","117243","S","Plantae","Magnoliophyta",NA,"Asteraceae",NA,NA,NA,NA,NA,NA,"Romão, G.O.; Latvis, M.; Gissi, D.S.","2541","2010","04","08",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé, subida para o Pico; campo rupestre",NA,"Arbusto, 80cm alt.; capítulos amarelos.","ESA117243","ESA117243","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"261","2019-07-11 10:10:22-03","ESALQ","ESA","117242","S","Plantae","Magnoliophyta",NA,"Melastomataceae",NA,NA,NA,NA,NA,NA,"Romão, G.O.; Latvis, M.; Gissi, D.S.","2540","2010","04","08",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé, subida para o Pico; campo rupestre",NA,"Arbusto, 1m alt.; cálice vináceo, corola branca e estames amarelos.; frutos imaturos vináceos.","ESA117242","ESA117242","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"262","2019-07-11 10:08:56-03","ESALQ","ESA","117235","S","Plantae","Magnoliophyta",NA,"Gentianaceae",NA,NA,NA,NA,NA,NA,"Romão, G.O.; Latvis, M.; Gissi, D.S.","2533","2010","04","08",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé, subida para o Pico; campo rupestre",NA,"Erva, 5-15cm alt.; corola branca.","ESA117235","ESA117235","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"263","2019-07-11 10:05:14-03","ESALQ","ESA","117239","S","Plantae","Magnoliophyta",NA,"Asteraceae",NA,NA,NA,NA,NA,NA,"Romão, G.O.; Latvis, M.; Gissi, D.S.","2537","2010","04","08",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé, subida para o Pico; campo rupestre",NA,"Arbusto, ca.1,2m alt.; capítulos branco esverdeados a amarelados.","ESA117239","ESA117239","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"264","2019-07-11 10:10:22-03","ESALQ","ESA","117320","S","Plantae","Magnoliophyta",NA,"Melastomataceae",NA,NA,NA,NA,NA,NA,"Romão, G.O.; Latvis, M.; Gissi, D.S.","2618","2010","04","08",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé. Subida para o Pico; campo rupestre",NA,"Erva, 30cm alt.; frutos brancos.","ESA117320",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"265","2019-07-11 10:10:22-03","ESALQ","ESA","117315","S","Plantae","Magnoliophyta",NA,"Melastomataceae",NA,NA,NA,NA,NA,NA,"Romão, G.O.; Latvis, M.; Gissi, D.S.","2613","2010","04","08",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé. Subida para o Pico; campo rupestre",NA,"Subarbusto, 1m alt.; corola roxa, estames amarelos.","ESA117315","ESA117315","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"266","2019-07-11 10:05:14-03","ESALQ","ESA","117300","S","Plantae","Magnoliophyta",NA,"Asteraceae",NA,NA,NA,NA,NA,NA,"Romão, G.O.; Latvis, M.; Gissi, D.S.","2598","2010","04","08",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé. Subida para o Pico; campo rupestre",NA,"Erva, 40cm alt.; capítulos roxos.","ESA117300","ESA117300","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"267","2019-07-11 10:04:27-03","ESALQ","ESA","117292","S","Plantae","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,"Romão, G.O.; Latvis, M.; Gissi, D.S.","2590","2010","04","08",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé. Subida para o Pico; campo rupestre",NA,"Rastejante, sobre solo úmido.","ESA117292",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"268","2019-07-11 10:05:14-03","ESALQ","ESA","117307","S","Plantae","Magnoliophyta",NA,"Asteraceae",NA,NA,NA,NA,NA,NA,"Romão, G.O.; Latvis, M.; Gissi, D.S.","2605","2010","04","08",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé. Subida para o Pico; campo rupestre",NA,"Arbusto, 50cm alt.; capítulos brancos.","ESA117307","ESA117307","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"269","2019-07-11 10:15:10-03","ESALQ","ESA","117271","S","Plantae","Pteridophyta",NA,"Pteridaceae",NA,NA,NA,NA,NA,NA,"Romão, G.O.; Latvis, M.; Gissi, D.S.","2569","2010","04","08",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé. Subida para o Pico; campo rupestre",NA,"Terrestre; soros verde-amarelados.","ESA117271",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"270","2019-07-11 10:15:10-03","ESALQ","ESA","117313","S","Plantae","Pteridophyta",NA,"Pteridaceae",NA,NA,NA,NA,NA,NA,"Romão, G.O.; Latvis, M.; Gissi, D.S.","2611","2010","04","08",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé. Subida para o Pico; campo rupestre",NA,"Rupícola, soros amarelados.","ESA117313",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"271","2019-07-11 10:09:11-03","ESALQ","ESA","117279","S","Plantae","Magnoliophyta",NA,"Iridaceae",NA,NA,NA,NA,NA,NA,"Romão, G.O.; Latvis, M.; Gissi, D.S.","2577","2010","04","08",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé. Subida para o Pico; campo rupestre",NA,"Erva, 20cm alt.; flores amarelas.","ESA117279",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"272","2019-07-11 08:51:59-03","ESALQ","ESA","20337","S","Plantae","Magnoliophyta",NA,"Fabaceae","Abarema","brachystachya","Abarema brachystachya","(DC.) Barneby & J.W. Grimes","Lewis, G.P.","2011","Souza, V.C. et al.","8395","1995","03","12",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"ESA020337","ESA020337","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"273","2019-02-22 15:11:10-03","ESALQ","ESA","20241","S","Plantae","Magnoliophyta",NA,"Asteraceae","Acanthospermum","australe","Acanthospermum australe",NA,NA,NA,"Souza, V.C. et al.","8403","1995","03","12",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"ESA020241","ESA020241","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"274","2019-02-22 15:11:11-03","ESALQ","ESA","41258","S","Plantae","Magnoliophyta",NA,"Asteraceae","Achyrocline",NA,"Achyrocline",NA,NA,NA,"Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","21077","1998","04","07",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"ESA041258","ESA041258","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"275","2019-07-11 10:07:30-03","ESALQ","ESA","117248","S","Plantae","Magnoliophyta",NA,"Eriocaulaceae","Actinocephalus","polyanthus","Actinocephalus polyanthus","(Bong.) Sano","Sauthier, L.J.","2018","Romão, G.O.; Latvis, M.; Gissi, D.S.","2546","2010","04","08",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé, topo do pico; campo rupestre",NA,"Erva até 1m alt.; inflorescências brancas.","ESA117248","ESA117248","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,"05",NA,NA,"19014","auto",NA,NA,NA,NA
"276","2019-02-22 15:16:08-03","ESALQ","ESA","41272","S","Plantae","Magnoliophyta",NA,"Eriocaulaceae","Actinocephalus","polyanthus","Actinocephalus polyanthus","(Bong.) Sano","Trovó, M.L.O.","2009","Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","21091","1998","04","07",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"ESA041272","ESA041272","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,"08",NA,"26","19014","auto",NA,NA,NA,NA
"277","2019-07-11 08:56:18-03","ESALQ","ESA","46444","S","Plantae","Magnoliophyta",NA,"Orobanchaceae","Agalinis",NA,"Agalinis",NA,NA,NA,"Furlan, A. et al.","CFSC 3062","1975","10","08",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"ESA046444",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"278","2019-07-11 10:11:55-03","ESALQ","ESA","117258","S","Plantae","Magnoliophyta",NA,"Orobanchaceae","Agalinis",NA,"Agalinis",NA,NA,NA,"Romão, G.O.; Latvis, M.; Gissi, D.S.","2556","2010","04","08",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé. Topo do Pico; campo rupestre, entre rochas",NA,"Subarbusto, 10-20cm alt.; cálice verde, corola rosada com centro alvescente, com duas linhas amareladas internamente; estames brancos.","ESA117258","ESA117258","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"279","2019-07-11 10:11:55-03","ESALQ","ESA","117257","S","Plantae","Magnoliophyta",NA,"Orobanchaceae","Agalinis",NA,"Agalinis",NA,NA,NA,"Romão, G.O.; Latvis, M.; Gissi, D.S.","2555","2010","04","08",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé. Topo do Pico; campo rupestre, entre rochas",NA,"Subarbusto, 10-20cm alt.; cálice verde, corola rosada com centro alvescente, com duas linhas amareladas internamente; estames brancos. Frutos castanho-escuros.","ESA117257","ESA117257","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"280","2019-07-11 10:11:55-03","ESALQ","ESA","117259","S","Plantae","Magnoliophyta",NA,"Orobanchaceae","Agalinis",NA,"Agalinis",NA,NA,NA,"Romão, G.O.; Latvis, M.; Gissi, D.S.","2557","2010","04","08",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé. Subida para o Pico logo no início dos campos rupestres, entre veio de rochas",NA,"Subarbusto, 25cm alt.; cálice verde, corola rosada com centro alvo e pintado de rosa; botões vináceos; estames brancos.","ESA117259","ESA117259","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"281","2019-07-11 08:56:18-03","ESALQ","ESA","21714","S","Plantae","Magnoliophyta",NA,"Orobanchaceae","Agalinis","itambensis","Agalinis itambensis",NA,NA,NA,"Furlan, A. et al.","CFCR 3062","1982","04","05",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"ESA021714",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"282","2019-07-11 08:56:18-03","ESALQ","ESA","41295","S","Plantae","Magnoliophyta",NA,"Orobanchaceae","Agalinis","itambensis","Agalinis itambensis",NA,NA,NA,"Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","21114","1998","04","07",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"ESA041295",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"283","2019-07-11 10:11:55-03","ESALQ","ESA","77971","S","Plantae","Magnoliophyta",NA,"Orobanchaceae","Agalinis","itambensis","Agalinis itambensis",NA,"Souza, V.C.","2002","Souza, V.C.; Sampaio, D.; Araújo, A.O.; Romão, G.O.; Elias, S.I.","28473","2002","02","26",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Caminho para o Pico do Itambé. Campo rupestre",NA,"Subarbusto a arbusto, 40-100 cm alt.; corola rósea com parte inferior alva. Entre rochas.","ESA077971","ESA077971","-43.3067016601562","-18.465799331665",NA,NA,"1500","1500",NA,"01",NA,"01","19014","auto",NA,NA,NA,NA
"284","2019-07-11 10:11:55-03","ESALQ","ESA","77986","S","Plantae","Magnoliophyta",NA,"Orobanchaceae","Agalinis","itambensisxangustifolia?","Agalinis itambensisxangustifolia?",NA,"Souza, V.C.","2002","Souza, V.C.; Sampaio, D.; Araújo, A.O.; Romão, G.O.; Elias, S.I.","28488","2002","02","26",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Caminho para o Pico do Itambé. Campo rupestre",NA,"Subarbusto, ca. 1 m alt.; corola rosa-forte (mais escura que o no. 28473); estames exsertos. Entre rochas.","ESA077986","ESA077986","-43.3067016601562","-18.465799331665",NA,NA,"1500","1500",NA,"01",NA,"01","19014","auto",NA,NA,NA,NA
"285","2019-02-22 15:09:05-03","ESALQ","ESA","41305","S","Plantae","Magnoliophyta",NA,"Alstroemeriaceae","Alstroemeria","longistyla","Alstroemeria longistyla","Schenk","Assis, M.C.",NA,"Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","21124","1998","04","07",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"ESA041305","ESA041305","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"286","2019-02-22 15:17:14-03","ESALQ","ESA","22069","S","Plantae","Magnoliophyta",NA,"Fabaceae","Andira",NA,"Andira",NA,NA,NA,"Souza, V.C. et al.","8393","1995","03","12",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"ESA022069","ESA022069","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"287","2019-02-22 15:19:44-03","ESALQ","ESA","41301","S","Plantae","Magnoliophyta",NA,"Gesneriaceae","Anetanthus",NA,"Anetanthus",NA,NA,NA,"Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","21120","1998","04","07",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"ESA041301","ESA041301","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"288","2019-07-11 10:04:59-03","ESALQ","ESA","117318","S","Plantae","Magnoliophyta",NA,"Araceae","Anthurium",NA,"Anthurium",NA,NA,NA,"Romão, G.O.; Latvis, M.; Gissi, D.S.","2616","2010","04","08",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé. Subida para o Pico, ao lado da Lapa do Morcego; campo rupestre",NA,"Erva rupícola, espata e espiga passadas, castanhas.","ESA117318","ESA117318","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"289","2019-02-22 15:10:25-03","ESALQ","ESA","20472","S","Plantae","Magnoliophyta",NA,"Araceae","Anthurium","minarum","Anthurium minarum","Mayo & Sakuragui","Sakuragui, C.M.","1996","Souza, V.C. et al.","8399","1995","03","12",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"ESA020472","ESA020472","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,"01",NA,NA,"19014","auto",NA,NA,NA,NA
"290","2019-07-11 08:49:34-03","ESALQ","ESA","41251","S","Plantae","Magnoliophyta",NA,"Araceae","Anthurium","minarum","Anthurium minarum","Sakuragui & Mayo","Gonçalves, E.G.","1999","Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","21070","1998","04","07",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"ESA041251","ESA041251","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,"08",NA,"23","19014","auto",NA,NA,NA,NA
"291","2019-07-11 08:49:34-03","ESALQ","ESA","41217","S","Plantae","Magnoliophyta",NA,"Araceae","Anthurium","minarum","Anthurium minarum","Mayo & Sakuragui","Gonçalves, E.G.","1999","Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","21036","1998","04","07",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"ESA041217","ESA041217","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"292","2019-07-11 08:49:34-03","ESALQ","ESA","41299","S","Plantae","Magnoliophyta",NA,"Araceae","Anthurium","minarum","Anthurium minarum","Sakuragui & Mayo","Gonçalves, E.G.","2000","Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","21118","1998","04","07",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"ESA041299","ESA041299","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,"08",NA,NA,"19014","auto",NA,NA,NA,NA
"293","2019-02-22 15:10:57-03","ESALQ","ESA","41253","S","Plantae","Magnoliophyta",NA,"Aristolochiaceae","Aristolochia",NA,"Aristolochia",NA,NA,NA,"Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","21072","1998","04","07",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"ESA041253",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"294","2019-02-22 15:11:07-03","ESALQ","ESA","41252","S","Plantae","Magnoliophyta",NA,"Aristolochiaceae","Aristolochia","smilacina","Aristolochia smilacina","(Klotzsch) Duchrt.","Capellari Jr., L.",NA,"Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","21071","1998","04","07",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"ESA041252","ESA041252","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"295","2019-02-22 15:11:13-03","ESALQ","ESA","41225","S","Plantae","Magnoliophyta",NA,"Asteraceae","Aspilia",NA,"Aspilia",NA,NA,NA,"Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","21044","1998","04","07",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"ESA041225","ESA041225","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"296","2019-07-11 10:14:18-03","ESALQ","ESA","19121","S","Plantae","Magnoliophyta",NA,"Solanaceae","Athenaea","pereirae","Athenaea pereirae",NA,"Giacomin, L.L.","2009","Souza, V.C. et al.","8376","1995","03","12",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"ESA019121","ESA019121","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,"08",NA,NA,"19014","auto",NA,NA,NA,NA
"297","2019-07-11 08:48:48-03","ESALQ","ESA","118693","S","Plantae",NA,NA,"Poaceae","Axonopus","fastigiatus","Axonopus fastigiatus",NA,"Delfini, C.","2016","Rossi, L.","CFCR 3005",NA,NA,NA,NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"ESA118693",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,"12",NA,NA,"19014","auto",NA,NA,NA,NA
"298","2019-07-11 08:49:50-03","ESALQ","ESA","41254","S","Plantae","Magnoliophyta",NA,"Asteraceae","Baccharis","lychnophora","Baccharis lychnophora","Gardner","Heiden, G.","2010","Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","21073","1998","04","07",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"ESA041254","ESA041254","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"299","2019-07-11 08:49:50-03","ESALQ","ESA","41226","S","Plantae","Magnoliophyta",NA,"Asteraceae","Baccharis","platypoda","Baccharis platypoda",NA,"Teles, A.M.","2005","Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","21045","1998","04","07",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"ESA041226","ESA041226","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,"03",NA,"18","19014","auto",NA,NA,NA,NA
"300","2019-07-11 08:49:51-03","ESALQ","ESA","41230","S","Plantae","Magnoliophyta",NA,"Asteraceae","Baccharis","serrulata","Baccharis serrulata",NA,"Heiden, G.","2010","Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","21049","1998","04","07",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"ESA041230","ESA041230","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"301","2019-07-11 10:14:39-03","ESALQ","ESA","20496","S","Plantae","Magnoliophyta",NA,"Velloziaceae","Barbacenia",NA,"Barbacenia",NA,NA,NA,"Souza, V.C. et al.","8415","1995","03","12",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"ESA020496","ESA020496","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"302","2019-07-11 10:14:39-03","ESALQ","ESA","117240","S","Plantae","Magnoliophyta",NA,"Velloziaceae","Barbacenia",NA,"Barbacenia",NA,NA,NA,"Romão, G.O.; Latvis, M.; Gissi, D.S.","2538","2010","04","08",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé, proximidade do topo; sobre rocha",NA,"Ca. 5cm alt.; corola amarela.","ESA117240","ESA117240","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"303","2019-07-11 10:14:39-03","ESALQ","ESA","77973","S","Plantae","Magnoliophyta",NA,"Velloziaceae","Barbacenia",NA,"Barbacenia",NA,NA,NA,"Souza, V.C.; Sampaio, D.; Araújo, A.O.; Romão, G.O.; Elias, S.I.","28475","2002","02","26",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Caminho para o Pico do Itambé. Campo rupestre",NA,"Erva; flores amarelas. Entre rochas.","ESA077973","ESA077973","-43.3067016601562","-18.465799331665",NA,NA,"1500","1500",NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"304","2019-07-11 10:14:39-03","ESALQ","ESA","41306","S","Plantae","Magnoliophyta",NA,"Velloziaceae","Barbacenia","exscapa","Barbacenia exscapa","Mart.","Alcântara, S.","2013","Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","21125","1998","04","07",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"ESA041306","ESA041306","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,"06",NA,"06","19014","auto",NA,NA,NA,NA
"305","2019-07-11 10:06:00-03","ESALQ","ESA","117301","S","Plantae","Magnoliophyta",NA,"Begoniaceae","Begonia","rufa","Begonia rufa","Thunb.","Kollmann, L.","2019","Romão, G.O.; Latvis, M.; Gissi, D.S.","2599","2010","04","08",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé. Proximidades do topo do Pico; campo rupestre, entre veios de rocha",NA,"Erva, 2m alt.; cálice verde, corola branca e estames amarelados.","ESA117301",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,"03",NA,"15","19014","auto",NA,NA,NA,NA
"306","2019-02-22 15:13:49-03","ESALQ","ESA","41270","S","Plantae","Magnoliophyta",NA,"Bromeliaceae","Billbergia",NA,"Billbergia",NA,NA,NA,"Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","21089","1998","04","07",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"ESA041270","ESA041270","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"307","2019-02-22 15:16:08-03","ESALQ","ESA","41310","S","Plantae","Magnoliophyta",NA,"Eriocaulaceae","Blastocaulon","prostratum","Blastocaulon prostratum",NA,"Trovó, M.L.O.","2009","Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","21129","1998","04","07",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"ESA041310","ESA041310","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"308","2019-02-22 15:16:08-03","ESALQ","ESA","19305","S","Plantae","Magnoliophyta",NA,"Eriocaulaceae","Blastocaulon","rupestre","Blastocaulon rupestre",NA,"Trovó, M.L.O.","2009","Souza, V.C. et al.","8401","1995","03","12",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"ESA019305","ESA019305","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"309","2019-07-11 08:56:04-03","ESALQ","ESA","41274","S","Plantae","Magnoliophyta",NA,"Orchidaceae","Bulbophyllum",NA,"Bulbophyllum",NA,NA,NA,"Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","21093","1998","04","07",NA,"Brasil","Minas Gerais","Santo Antônio do Itambé",NA,NA,NA,"ESA041274",NA,"-43.3067016601562","-18.465799331665",NA,NA,NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
