"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","year","month","day","continentOcean","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","infraspecificEpithet","typeStatus"
"155","2019-10-02 14:50:29-03","UFMG","BHCB","126080","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Mikania","acuminata","Mikania acuminata","DC.","Viana, PL; Mota, NFO; Giorni, VT; Novaes, RML","Brasil","Minas Gerais","Felício dos Santos","-43.466667","-18.283333",NA,NA,"Mata de galeria. Escandente. Inflorescências creme.; escandente com inflorescências cremes, mata de galeria",NA,"3725","2008","08","30","Southern America","APA Felício. Mata do Isidoro., E também arredores.","-43.466667","-18.283333","1320","1320",NA,"BHCB006613",NA,NA,"2013","02",NA,NA,NA
"156","2019-10-02 14:54:18-03","UFMG","BHCB","126064","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Fabaceae","Mimosa","aurivillus","Mimosa aurivillus aurivillus","Mart.","Viana, PL; Mota, NFO; Giorni, VT; Novaes, RML","Brasil","Minas Gerais","Felício dos Santos","-43.466667","-18.283333",NA,NA,"Arbusto, 1,5m. Flores amarelas; Campo rupestre.",NA,"3709","2008","08","29","Southern America","APA Felício dos Santos, Mata do Isidoro e arredores","-43.466667","-18.283333","1320","1320",NA,"BHCB012313",NA,NA,"2010","04",NA,"aurivillus",NA
"157","2019-10-02 14:54:18-03","UFMG","BHCB","90545","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Fabaceae","Mimosa","aurivillus","Mimosa aurivillus aurivillus","Mart.","Viana, PL; Mota, NFO; Salino, A; Santos, FMG; Almeida, TE; Bispo, H","Brasil","Minas Gerais","Felício dos Santos","-43.283333","-18.166667",NA,NA,"Arbusto; flores amarelas.; Campo rupestre.",NA,"1906","2004","10","08","Southern America","APA Felício","-43.283333","-18.166667","1000","1400",NA,"BHCB011810",NA,NA,"2006","08","03","aurivillus",NA
"158","2019-10-02 15:00:26-03","UFMG","BHCB","126060","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Myrtaceae","Myrcia","eugenioides","Myrcia eugenioides","Cambess.","Viana, PL; Mota, NFO; Giorni, VT; Novaes, RML","Brasil","Minas Gerais","Felício dos Santos","-43.283333","-18.166667",NA,NA,"Arvore 3m; Interior de mata",NA,"3705","2008","08","29","Southern America","APA Felício, Mata Isidoro e arredores","-43.283333","-18.166667",NA,NA,NA,"BHCB050578",NA,NA,"2019","05",NA,NA,NA
"159","2019-10-02 15:00:26-03","UFMG","BHCB","90529","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Myrtaceae","Myrcia","eugenioides","Myrcia eugenioides","Cambess.","Viana, PL; Mota, NFO; Salino, A; Santos, FMG; Almeida, TE; Bispo, H","Brasil","Minas Gerais","Felício dos Santos","-43.283333","-18.166667",NA,NA,"Frutos imaturos verdes; Em mata",NA,"1890","2004","10","08","Southern America","APA Felício","-43.283333","-18.166667","1000","1400",NA,"BHCB050577",NA,NA,"2019","05",NA,NA,NA
"160","2019-12-16 17:42:27-03","UFMG","BHCB","200599","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Myrtaceae","Myrcia","glazioviana","Myrcia glazioviana","Kiaersk.","Santos, MF; Borges, LM; Watanabe, MTC","Brasil","Minas Gerais","Felício dos Santos","-44.391667","-19.029444",NA,NA,"Arbusto, 1 m. Pilosidade ocre. Folhas levemente discolares, nervação destacada na face abaxial. Ráquis ocre-esverdeada. Brácteas, bractéolas e cálice ocre-sverdeados. Material armazenado em sílica gel.; Entre afloramentos rochosos.",NA,"601","2010","11","20","Southern America","Próximo a divisa com o distrito de Pedra Menina Município de Rio Vermelho. Elevação conhecida como Pedra Menina. Início do platô.","-44.391667","-19.029444","1477","1477",NA,"BHCB200599","BHCB200599",NA,"2014",NA,NA,NA,NA
"161","2019-10-02 15:00:31-03","UFMG","BHCB","90531","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Myrtaceae","Myrcia","multipunctata","Myrcia multipunctata","Mazine","Viana, PL; Mota, NFO; Santos, FMG; Almeida, TE; Bispo, H","Brasil","Minas Gerais","Felício dos Santos","-43.283333","-18.166667",NA,NA,"Em transição cerrado/campo rupestre",NA,"1892","2004","10","08","Southern America","APA Felício","-43.283333","-18.166667","1000","1400",NA,"BHCB050679",NA,NA,"2019","05",NA,NA,NA
"162","2019-10-02 15:00:31-03","UFMG","BHCB","198185","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Myrtaceae","Myrcia","nitida","Myrcia nitida","Cambess.","Santos, MF; Borges, LM; Watanabe, MTC","Brasil","Minas Gerais","Felício dos Santos","-43.142111","-18.103778",NA,NA,"Armazenado em sílica gel.; Arbusto, 60cm. Pilosidade ferrugínea. Ramo paleáceo. Folha com face verde-escura, face abaxial verde-clara, folhas imaturas discolores. Estéril.; Afloramentos rochosos.",NA,"600","2010","11","20","Southern America","Pedra Menina, no fim da subida, após área florestal","-43.142111","-18.103778","1463","1463",NA,"BHCB198185",NA,NA,"2014",NA,NA,NA,NA
"163","2019-10-02 15:00:31-03","UFMG","BHCB","90538","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Myrtaceae","Myrcia","nitida","Myrcia nitida","Cambess.","Viana, PL; Mota, NFO; Salino, A; Santos, FMG; Almeida, TE; Bispo, H","Brasil","Minas Gerais","Felício dos Santos","-43.283333","-18.166667",NA,NA,"Arbusto 1,5m. Frutos imaturos verdes; Campo rupestre",NA,"1899","2004","10","08","Southern America","APA Felício","-43.283333","-18.166667","1000","1400",NA,"BHCB032963",NA,NA,"2014",NA,NA,NA,NA
"164","2019-10-02 15:00:33-03","UFMG","BHCB","108192","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Myrtaceae","Myrcia","puberula","Myrcia puberula","DC.","Viana, PL; Sobral, M; Antunes, K; Bispo, H; Bispo, F","Brasil","Minas Gerais","Felício dos Santos","-43.25","-18.216667",NA,NA,"Arbusto.",NA,"2865","2006","11","15","Southern America","Cachoeira do Sumidouro, Transição campo rupestre/floresta estacional.","-43.25","-18.216667","101","101",NA,"BHCB013119","BHCB013119",NA,"2006","12",NA,NA,NA
"165","2019-10-02 15:00:39-03","UFMG","BHCB","126023","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Myrtaceae","Myrcia","subavenia","Myrcia subavenia","(O.Berg) N.Silveira","Viana, PL; Mota, NFO; Giorni, VT; Novaes, RML","Brasil","Minas Gerais","Felício dos Santos","-43.466667","-18.283333",NA,NA,"Arbsuto com inflorescências jovens ferrungíneas.; Campo rupestre.",NA,"3668","2008","08","29","Southern America","APA Felício, Mata do Isidoro e arredores.","-43.466667","-18.283333","1320","1320",NA,"BHCB032742",NA,NA,"2008","09",NA,NA,NA
"166","2019-10-02 14:55:28-03","UFMG","BHCB","126062","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Lauraceae","Ocotea","tristis","Ocotea tristis","(Nees & Mart.) Mez","Viana, PL; Mota, NFO; Giorni, VT; Novaes, RML","Brasil","Minas Gerais","Felício dos Santos","-43.466667","-18.283333",NA,NA,"Campo rupestre. Arbusto. Flores creme",NA,"3707","2008","08","29","Southern America","APA Felício. Mata do Isidoro., E arredores","-43.466667","-18.283333","1320","1320",NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2019-10-02 15:06:49-03","UFMG","BHCB","138000","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Eriocaulaceae","Paepalanthus",NA,"Paepalanthus",NA,"Echternacht, LA; Bastos, TV; Almeida, TE; Santos, AMO","Brasil","Minas Gerais","Felício dos Santos","-43.248444","-18.2365",NA,NA,"NULL; Erva terrestre. Caule alongado. Rosetas agrupadas, verde escuras. Capítulos velhos e novos. Brácteas involucrais castanho-claras.; Em sub-bosque de Floresta Estacional Semidecidual secundária.",NA,"2155","2010","04","03","Southern America","Cachoeira do Sumidouro., Na vertente leste da serra, na trilha de subida para a cachoeira.","-43.248444","-18.2365","1131","1131",NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2019-10-02 15:06:49-03","UFMG","BHCB","138001","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Eriocaulaceae","Paepalanthus",NA,"Paepalanthus",NA,"Echternacht, LA; Bastos, TV; Almeida, TE; Santos, AMO","Brasil","Minas Gerais","Felício dos Santos","-43.248444","-18.2365",NA,NA,"NULL; Erva terrestre. Capítulos velhos.; Em sub-bosque de mata de galeria.",NA,"2156","2010","04","03","Southern America","Cachoeira do Sumidouro., Na vertente leste da serra, na trilha de subida para a cachoeira.","-43.248444","-18.2365","1131","1131",NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2019-10-02 15:06:49-03","UFMG","BHCB","138002","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Eriocaulaceae","Paepalanthus",NA,"Paepalanthus",NA,"Echternacht, LA; Bastos, TV; Almeida, TE; Santos, AMO","Brasil","Minas Gerais","Felício dos Santos","-43.248444","-18.2365",NA,NA,"NULL; Brácteas involucrais castanhas.; Em sub-bosque de mata de galeria.",NA,"2157","2010","04","03","Southern America","Cachoeira do Sumidouro., Na vertente leste da serra, na trilha de subida para a cachoeira.","-43.248444","-18.2365","1131","1131",NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2019-10-02 15:06:49-03","UFMG","BHCB","138009","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Eriocaulaceae","Paepalanthus","albiceps","Paepalanthus albiceps",NA,"Echternacht, LA; Bastos, TV; Almeida, TE; Santos, AMO","Brasil","Minas Gerais","Felício dos Santos","-43.261556","-18.226361",NA,NA,"População abundante localmente.; Caule alongado ca. 5 a 15 cm. Brácteas involucrais castanhas. Folhas jovens longo-ciliadas.; Campo limpo. Solo arenoso quartzítico úmido orgânico.",NA,"2164","2010","04","03","Southern America","Cachoeira do Sumidouro, Platô ao sul da cachoeira.","-43.261556","-18.226361","1340","1340",NA,"BHCB052073",NA,NA,"2013","10","18",NA,NA
"171","2019-10-02 15:06:49-03","UFMG","BHCB","138006","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Eriocaulaceae","Paepalanthus","albidus","Paepalanthus albidus","Gardner","Echternacht, LA; Bastos, TV; Almeida, TE; Santos, AMO","Brasil","Minas Gerais","Felício dos Santos","-43.252806","-18.233861",NA,NA,"Capítulo creme; Capítulo creme.; Erva em fendas de rocha, local sombreado.",NA,"2161","2010","04","03","Southern America","Cachoeira do Sumidouro., Na vertente leste da serra, na trilha de subida para a cachoeira","-43.252806","-18.233861","1152","1152",NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2019-10-02 15:06:51-03","UFMG","BHCB","138007","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Eriocaulaceae","Paepalanthus","bifidus","Paepalanthus bifidus","(Schrad.) Kunth","Echternacht, LA; Bastos, TV; Almeida, TE; Santos, AMO","Brasil","Minas Gerais","Felício dos Santos","-43.252806","-18.233861",NA,NA,"NULL; Erva terrestre em areia úmida. Brácteas invlucrais verdes.; Campo rupestre perturbado pelo fogo. Solo quartzítico.",NA,"2162","2010","04","03","Southern America","Cachoeira do Sumidouro., Na vertente leste da serra, na trilha de subida para a cachoeira.","-43.252806","-18.233861","1152","1152",NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2019-10-02 15:06:51-03","UFMG","BHCB","108187","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Eriocaulaceae","Paepalanthus","dianthoides","Paepalanthus dianthoides","Mart.Crov.","Viana, PL; Sobral, M; Antunes, K; Bispo, H; Bispo, F;","Brasil","Minas Gerais","Felício dos Santos","-43.25","-18.216667",NA,NA,"Planta decumbente em campo rupestre úmido, com capítulos brancos.",NA,"2860","2006","11","15","Southern America","Cachoeira do Sumidouro","-43.25","-18.216667","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2019-10-02 15:06:51-03","UFMG","BHCB","137998","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Eriocaulaceae","Paepalanthus","dianthoides","Paepalanthus dianthoides","Mart.Crov.","Echternacht, LA; Bastos, TV; Almeida, TE; Santos, AMO","Brasil","Minas Gerais","Felício dos Santos","-43.261556","-18.226361",NA,NA,"Apenas uma população de alguns indivíduos encontrada. Caule alongado e ramificado, até ca. 0,5m., decumbente. Capítulos velhos. Brácteas involucrais castanho-escuro. Folhas espirodísticas, densamente ciliadas. Duplicatas SPF, P; Rosetas decumbentes.",NA,"2153","2010","04","03","Southern America","Cachoeira do Sumidouro., Na parte alta da cachoeira, subindo o rio ca. 400 m a partir da queda, na margem norte, junto ao mario poço.","-43.261556","-18.226361","1340","1340",NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2019-10-02 15:06:51-03","UFMG","BHCB","138010","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Eriocaulaceae","Paepalanthus","distichophyllus","Paepalanthus distichophyllus","Mart.","Echternacht, LA; Bastos, TV; Almeida, TE; Santos, AMO","Brasil","Minas Gerais","Felício dos Santos","-43.261556","-18.226361",NA,NA,"NULL; Erva terrestre prostrada, formando densos agrupamentos. Caule alongado em até 1 m, ramificado. Brácteas involucrais castanho-escuras, flores brancas.; Em beira de rio, veretação herbácea. Solo arenoso quartzítico úmido orgânico.",NA,"2165","2010","04","03","Southern America","Cachoeira do Sumidouro., Na parte alta da cachoeira, próximo a queda.","-43.261556","-18.226361","1340","1340",NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2019-10-02 15:06:52-03","UFMG","BHCB","138011","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Eriocaulaceae","Paepalanthus","flaccidus","Paepalanthus flaccidus","(Bong.) Kunth","Echternacht, LA; Bastos, TV; Almeida, TE; Santos, AMO","Brasil","Minas Gerais","Felício dos Santos","-43.261556","-18.226361",NA,NA,"NULL; Caule alongado. Capítulos com brácteas involucrais paleáceas.; Em beira de rio, veretação herbácea. Solo arenoso quartzítico úmido orgânico.",NA,"2166","2010","04","03","Southern America","Cachoeira do Sumidouro., Na parte alta da cachoeira, próximo a queda.","-43.261556","-18.226361","1340","1340",NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2019-10-02 15:06:54-03","UFMG","BHCB","137999","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Eriocaulaceae","Paepalanthus","obconicus","Paepalanthus obconicus","Silveira","Echternacht, LA; Bastos, TV; Almeida, TE; Santos, AMO","Brasil","Minas Gerais","Felício dos Santos","-43.261556","-18.226361",NA,NA,"Caule alongado, ca. 10-15cm, ramificado. Folhas em roseta, verde-escuro. Rosetas densamente aglomeradas. Pedúnculos verdes. Brácteas involucrais castanho-claro; Caule alongado ca. 10 - 15 cm, ramificado. Folhas em roseta, verde escuras. Rosetas densa",NA,"2154","2010","04","03","Southern America","Cachoeira do Sumidouro., Na vertente leste da serra, na trilha de subida para a cachoeira.","-43.261556","-18.226361","1340","1340",NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2019-10-02 15:06:56-03","UFMG","BHCB","138012","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Eriocaulaceae","Paepalanthus","subfalcatus","Paepalanthus subfalcatus","Ruhland","Echternacht, LA; Bastos, TV; Almeida, TE; Santos, AMO","Brasil","Minas Gerais","Felício dos Santos","-43.261556","-18.226361",NA,NA,"Rizoma ramificado. Roseta com ca. 8cm de diâmetro. Espatas verdes, pedúnculos verdes, brácteas involucrais castanho-claro acinzentadas. Flores brancas. Duplicata SPF; Rizoma ramificado. Roseta com ca. 8 cm de diâmetro. Espatas verdes, pedúnculos verd",NA,"2167","2010","04","03","Southern America","Cachoeira do Sumidouro., Platô adjacente à cachoeira, ao sul.","-43.261556","-18.226361","1340","1340",NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2019-12-23 17:48:52-03","UFMG","BHCB","126044","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Paralychnophora","glaziouana","Paralychnophora glaziouana","Loeuille","Viana, PL; Mota, NFO; Giorni, VT; Novaes, RML","Brasil","Minas Gerais","Felício dos Santos","-43.466667","-18.283333",NA,NA,"Arvoreta, 2m.; Campo rupestre.",NA,"3689","2008","08","29","Southern America","APA Felício, Mata do Isidoro e arredores.","-43.466667","-18.283333","1320","1320",NA,"BHCB025538",NA,NA,"2015","06",NA,NA,NA
"180","2019-10-02 15:01:26-03","UFMG","BHCB","126056","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Piperaceae","Peperomia","corcovadensis","Peperomia corcovadensis","Gardner","Viana, PL; Mota, NFO; Giorni, VT; Novaes, RML","Brasil","Minas Gerais","Felício dos Santos","-43.466667","-18.283333",NA,NA,"Epífita com espigas verdes. Capão de mata.; Epífita com espigas verdes.; Capão da mata.",NA,"3701","2008","08","29","Southern America","APA Felício dos Santos, Mata do Isidoro e Arredores.","-43.466667","-18.283333","1320","1320",NA,"BHCB009003",NA,NA,"2011","02","05",NA,NA
"181","2019-10-02 15:01:26-03","UFMG","BHCB","90521","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Piperaceae","Peperomia","corcovadensis","Peperomia corcovadensis","Gardner","Viana, PL; Mota, NFO; Salino, A; Santos, FMG; Almeida, TE; Bispo, H","Brasil","Minas Gerais","Felício dos Santos","-43.283333","-18.166667",NA,NA,"Epífita.; Em interior da mata.",NA,"2226","2004","10","08","Southern America","APA Felício","-43.283333","-18.166667","1000","1400",NA,"BHCB048318",NA,NA,"2011","02",NA,NA,NA
"182","2019-10-02 14:50:37-03","UFMG","BHCB","108175","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Piptocarpha",NA,"Piptocarpha","R. Br.","Viana, PL; Sobral, M; Antunes, K; Bispo, H; Bispo, F","Brasil","Minas Gerais","Felício dos Santos","-43.25","-18.216667",NA,NA,"Plantas do Brasil. Transição Floresta Estacional/ campo rupestre. Arbóreo, 3m.",NA,"2848","2006","11","15","Southern America","Cachoeira do Sumidouro.","-43.25","-18.216667","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2019-10-02 14:50:37-03","UFMG","BHCB","126035","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Piptocarpha",NA,"Piptocarpha","R. Br.","Viana, PL; Mota, NFO; Giorni, VT; Novaes, RML","Brasil","Minas Gerais","Felício dos Santos","-43.466667","-18.283333",NA,NA,"Beira de riacho em interior de floresta. Arbóreo. Folhas fortemente discolores.",NA,"3680","2008","08","29","Southern America","APA Felício. Mata do Isidoro., E também arredores.","-43.466667","-18.283333","1320","1320",NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2019-10-02 14:50:39-03","UFMG","BHCB","90548","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Piptocarpha",NA,"Piptocarpha","R. Br.","Viana, PL; Mota, NFO; Salino, A; Santos, FMG; Almeida, TE; Bispo, H","Brasil","Minas Gerais","Felício dos Santos","-43.283333","-18.166667",NA,NA,"Plantas do Brasil. Interior de mata. Arborescente.",NA,"2217","2004","10","08","Southern America","APA Felício","-43.283333","-18.166667","1000","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2019-12-23 17:49:08-03","UFMG","BHCB","126095","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Piptolepis","monticola","Piptolepis monticola","Loeuille","Viana, PL; Mota, NFO; Giorni, VT; Novaes, RML","Brasil","Minas Gerais","Felício dos Santos","-43.466667","-18.283333",NA,NA,"Arbustivo. Folhas discolores. Flores roxas.; Campo rupestre.",NA,"3740","2008","08","30","Southern America","APA Felício, Mata do Isidoro e arredores.","-43.466667","-18.283333","1510","1510",NA,"BHCB025589",NA,NA,"2015","06",NA,NA,NA
"186","2019-10-02 15:00:46-03","UFMG","BHCB","90534","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","Viana, PL; Mota, NFO; Salino, A; Santos, FMG; Almeida, TE; Bispo, H","Brasil","Minas Gerais","Felício dos Santos","-43.283333","-18.166667",NA,NA,"Frutos imaturos verdes.",NA,"1895","2004","10","08","Southern America","APA Felício, Mata. População concentrada em encosta de morro.","-43.283333","-18.166667","100","1400",NA,"BHCB013933","BHCB013933",NA,"2004","11",NA,NA,NA
"187","2019-10-02 15:01:46-03","UFMG","BHCB","90518","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Polygalaceae","Polygala","oxyphylla","Polygala oxyphylla","DC.","Viana, PL; Mota, NFO; Salino, A; Santos, FMG; Almeida, TE; Bispo, H","Brasil","Minas Gerais","Felício dos Santos","-43.283333","-18.166667",NA,NA,"Plantas do Brasil. Interior de capão de mata. Arbusto. Flores amarelas",NA,"2241","2004","10","08","Southern America","APA Felício dos Santos","-43.283333","-18.166667","1000","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2019-10-02 15:01:53-03","UFMG","BHCB","126039","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Portulacaceae","Portulaca","elatior","Portulaca elatior","Mart.","Viana, PL; Mota, NFO; Giorni, VT; Novaes, RML","Brasil","Minas Gerais","Felício dos Santos","-43.466667","-18.283333",NA,NA,"Campo rupestre. Erva suculenta. Flores amarelas",NA,"3684","2008","08","29","Southern America","APA Felício. Mata do Isidoro., E arredores","-43.466667","-18.283333","1320","1320",NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2019-10-02 15:01:53-03","UFMG","BHCB","126040","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Portulacaceae","Portulaca","hirsutissima","Portulaca hirsutissima","Cambess.","Viana, PL; Mota, NFO; Giorni, VT; Novaes, RML","Brasil","Minas Gerais","Felício dos Santos","-43.466667","-18.283333",NA,NA,"Campo rupestre. Erva suculenta. Flores amarelas",NA,"3685","2008","08","29","Southern America","APA Felício. Mata do Isidoro., E arredores","-43.466667","-18.283333","1320","1320",NA,NA,NA,NA,NA,NA,NA,NA,NA
